Date,target
2005-02-01,-0.0017958883005682426
2005-02-02,0.0008384704032099346
2005-02-03,0.005373522791686349
2005-02-04,0.0049892972045208215
2005-02-07,0.007672840862171484
2005-02-08,0.0007052728493703425
2005-02-09,-0.000940534202309064
2005-02-10,-0.005661677478436793
2005-02-11,0.00035478421741192665
2005-02-14,-0.007239106137467875
2005-02-15,-0.004416632147417298
2005-02-16,0.0009566165225757831
2005-02-17,-0.002393167936164512
2005-02-18,0.00023953813214750897
2005-02-21,0.0007184529482818613
2005-02-22,-0.013738458354554691
2005-02-23,0.003270905291641417
2005-02-24,0.0024160068672957674
2005-02-25,-0.002657891985042105
2005-02-28,-0.0018163293800524671
2005-03-01,0.0031461123331166757
2005-03-02,0.0037383847076354147
2005-03-03,0.002404388601326762
2005-03-04,-0.008925374232535869
2005-03-07,0.0030242567927846052
2005-03-08,-0.009831936184750931
2005-03-09,-0.004278548207851952
2005-03-10,-0.00073526424532636
2005-03-11,-0.001840622985385571
2005-03-14,0.006732420971182284
2005-03-15,0.0018282840396788187
2005-03-16,-0.006107261968185004
2005-03-17,0.0026917132676831193
2005-03-18,0.0035372474140271575
2005-03-21,0.009090421061695319
2005-03-22,0.005774839955022102
2005-03-23,0.007648213516381114
2005-03-24,0.0015463900725278558
2005-03-28,0.00580748883391474
2005-03-29,-0.003551596575961454
2005-03-30,-0.00035583630276756764
2005-03-31,-0.002732444337671723
2005-04-01,0.004391991762594943
2005-04-04,0.004136859230060523
2005-04-05,-0.0014163731765680365
2005-04-06,0.00023617152109212832
2005-04-07,0.002241256473274712
2005-04-08,-0.004724250153083216
2005-04-11,-0.0036766636876708163
2005-04-12,0.003084526161475638
2005-04-13,0.0
2005-04-14,0.006846937825785082
2005-04-15,-0.005189943800215601
2005-04-18,-0.006644513846787237
2005-04-19,-0.0028612067768482973
2005-04-20,-0.0028695081253079023
2005-04-21,0.0021528570936047682
2005-04-22,-0.002392309177952381
2005-04-25,0.003825006999268719
2005-04-26,0.0016688451920260077
2005-04-27,0.001903899437155055
2005-04-28,0.002730407416866819
2005-04-29,0.0009480013938241924
2005-05-02,0.0007103665849764336
2005-05-03,0.0002367369533060116
2005-05-04,-0.006053096990919455
2005-05-05,-0.0007145118527340568
2005-05-06,0.007950183159534654
2005-05-09,0.0003544907487270697
2005-05-10,-0.0022473537818926232
2005-05-11,0.005785546510891635
2005-05-12,0.0064542314222275875
2005-05-13,0.007110008661446456
2005-05-16,0.00023231067714690143
2005-05-17,0.0010444652134377534
2005-05-18,-0.00453409359471844
2005-05-19,0.0031411421243316352
2005-05-20,0.0062529260655919345
2005-05-23,-0.0026584507266584944
2005-05-24,-0.00034726837826598323
2005-05-25,-0.00023163817055356668
2005-05-26,0.005773688196158325
2005-05-27,-0.004963365802055276
2005-05-31,0.01538673099277838
2005-06-01,0.003980200497085431
2005-06-02,-0.004094178459817498
2005-06-03,0.0032994047112787643
2005-06-06,-0.005010286533617202
2005-06-07,-0.0012565038223167038
2005-06-08,0.004447739561310903
2005-06-09,0.0021597330895872097
2005-06-10,0.007015221563555665
2005-06-13,0.0029272088873819402
2005-06-14,0.0034791033306419646
2005-06-15,-0.006857433401184656
2005-06-16,0.0007893070685511661
2005-06-17,-0.011221402396497318
2005-06-20,0.008625572733666806
2005-06-21,-0.0035093437477141756
2005-06-22,0.00430007744194059
2005-06-23,0.006303546165332188
2005-06-24,-0.0038224213417565973
2005-06-27,-0.0037239995529739544
2005-06-28,0.006086593760322164
2005-06-29,0.00134758861056181
2005-06-30,0.0
2005-07-01,0.011381473620711601
2005-07-04,0.003323032032349903
2005-07-05,0.00011060027742322848
2005-07-06,-0.0006637008106652132
2005-07-07,-0.0011070351658322656
2005-07-08,-0.0003323412150428126
2005-07-11,-0.008792009442217974
2005-07-12,-0.011806460931169261
2005-07-13,0.01012830951987679
2005-07-14,0.0010072628879852507
2005-07-15,0.0035730240102393777
2005-07-18,-0.0008920811338978673
2005-07-19,0.002339954123247041
2005-07-20,-0.005692321313784487
2005-07-21,-0.0045997280900800025
2005-07-22,0.007952095280617442
2005-07-25,-0.000446339172820428
2005-07-26,0.004454367379279017
2005-07-27,-0.003004471608802811
2005-07-28,-0.004355923788193131
2005-07-29,0.00011194959461977655
2005-08-01,-0.00617454016312311
2005-08-02,-0.00045056223288231413
2005-08-03,-0.008712974752519562
2005-08-04,-0.0021616119802319875
2005-08-05,0.0029568372041254482
2005-08-08,-0.0015910833342644471
2005-08-09,-0.0003412636369329718
2005-08-10,-0.0031908719870992266
2005-08-11,-0.0058382873052053915
2005-08-12,-0.001378620575947905
2005-08-15,0.003901282423022975
2005-08-16,0.001258948496484771
2005-08-17,0.006498337794891245
2005-08-18,0.006682128608005144
2005-08-19,-0.00011282391996200444
2005-08-22,-0.0049796666772050965
2005-08-23,-0.0006809392860791266
2005-08-24,-0.0019319076823953532
2005-08-25,-0.003076097757607623
2005-08-26,0.0025071377315362595
2005-08-29,0.004429050318907711
2005-08-30,0.0011324856814569615
2005-08-31,-0.008753499214386852
2005-09-01,-0.011830365398202964
2005-09-02,-0.002892683430692105
2005-09-06,0.003123698250910402
2005-09-07,0.004609913935092559
2005-09-08,0.0008045479885151651
2005-09-09,-0.001724849799401241
2005-09-12,0.00939296369847403
2005-09-13,0.0004559548208032414
2005-09-14,-0.0009121176312423741
2005-09-15,0.005233221231715737
2005-09-16,-0.000908096344860795
2005-09-19,0.004419513992884134
2005-09-20,0.001807456794453596
2005-09-21,-0.005205387899881096
2005-09-22,0.0047538083435153585
2005-09-23,0.007312869830523219
2005-09-26,-0.0011215621890375124
2005-09-27,0.005483734476940611
2005-09-28,-0.0014519157477672472
2005-09-29,-0.000782687955753836
2005-09-30,0.0013413272569458882
2005-10-03,0.006791015590346206
2005-10-04,-0.0003328944158580925
2005-10-05,-0.001332686958320882
2005-10-06,-0.014778590098580593
2005-10-07,0.005735768990365059
2005-10-10,0.0032469481584096976
2005-10-11,0.005684707226145606
2005-10-12,-0.0037862402712053804
2005-10-13,0.002006245773020461
2005-10-14,-0.005135075970844159
2005-10-17,0.005023784764204276
2005-10-18,0.005441713167147632
2005-10-19,-0.003328193151915753
2005-10-20,-0.0008893185798095063
2005-10-21,0.004438958501571026
2005-10-24,-0.002217016208735317
2005-10-25,-0.009701807394057377
2005-10-26,0.002797517697308517
2005-10-27,-0.004367545972303781
2005-10-28,0.005484348381869018
2005-10-31,0.0053434766742770645
2005-11-01,0.00011104231091907568
2005-11-02,-0.004004461460659354
2005-11-03,0.007992951146826074
2005-11-04,0.009025924502905427
2005-11-07,0.00032866369833383014
2005-11-08,0.0008759644647573251
2005-11-09,0.001421745210948628
2005-11-10,0.0063188120176279105
2005-11-11,-0.0010865856909838976
2005-11-14,0.0016293947006936619
2005-11-15,-0.00043427334217304955
2005-11-16,0.00260281564952906
2005-11-17,-0.004885787688415991
2005-11-18,0.0005440732675636792
2005-11-21,0.0010871763912613415
2005-11-22,-0.005775625305102861
2005-11-23,0.00010930699004081841
2005-11-25,0.005774995842708105
2005-11-28,-0.011583536074877629
2005-11-29,0.007009879397223392
2005-11-30,-0.0005459146496342406
2005-12-01,0.0027264317105092657
2005-12-02,0.001414782363566175
2005-12-05,-0.005124512010611785
2005-12-06,-0.0004373596643012378
2005-12-07,0.004909156684497486
2005-12-08,-0.006879603963159856
2005-12-09,-0.00010960644483494032
2005-12-12,-0.009911992312895997
2005-12-13,0.0003319734441603584
2005-12-14,-0.006103957969195914
2005-12-15,0.002112814949141171
2005-12-16,-0.0035610955308870485
2005-12-19,0.0018934771890808458
2005-12-20,0.01007477134948622
2005-12-21,0.0017609916617146314
2005-12-22,-0.002422121808041019
2005-12-23,0.001321823488351143
2005-12-27,0.003845591794799478
2005-12-28,0.0007673301891211009
2005-12-29,-0.0017548113910173418
2005-12-30,0.0007680879964321815
2006-01-03,-0.014695605845234633
2006-01-04,-0.00782210899631825
2006-01-05,0.0021292375400954362
2006-01-06,-0.005387860784384178
2006-01-09,0.004491883232739484
2006-01-10,0.0008959775516447308
2006-01-11,-0.003813418347909346
2006-01-12,0.005044056839886426
2006-01-13,-0.006168393316155891
2006-01-17,0.004601878669458195
2006-01-18,-0.0004480389228750342
2006-01-19,0.0014553291380014308
2006-01-20,-0.004934432468643374
2006-01-23,-0.011305943318370109
2006-01-24,0.0012499361184721404
2006-01-25,0.003061448883486325
2006-01-26,0.003277775277400243
